ra,dec,pmdec
259.8681972582434,42.254904472104265,-56.227849556123026
259.51386503423436,42.15933316528901,-4.707204225359283
259.43463209479245,42.2511198157026,-14.444943533056447
259.5752836218221,42.273679925939675,62.29772699606015
259.8886063796837,42.4153597224859,23.531049906681645
259.89067077380207,42.41675039777103,23.575548472238744
260.0848367052389,42.344753706015894,-28.220038277699672
260.1745772891181,42.48548839980619,68.90831725426543
260.30053180649105,42.506783634174084,-1.6844534986014068
260.3261192526981,42.56086527714872,-52.653601271820975
260.3046729987307,42.73060053807648,-2.754101101113386
258.57009378693454,42.32143692924398,-36.22823665746793
258.4607878810355,42.34643336911989,-30.96934414743024
258.4208797777068,42.55144701822965,5.035360580657215
258.2621260367448,42.51709675768322,54.65788813507227
258.5226624536517,42.68083256304413,-88.48824993174915
258.52397354877087,42.68059418676018,-87.92168122713113
258.18803873469693,42.68681844256792,-34.16745491887643
258.16731404908563,42.77575632357688,-27.946144004309332
258.44400504529864,42.79684801360445,22.28778508606409
258.2954719071729,42.82069022332775,-2.479408880025974
258.09058517486136,42.8625822628063,-44.13761476083328
258.03625131851726,42.92845597963613,-16.725731080889087
258.1071441554516,42.99473174278911,-44.61528242102568
258.2256926082774,42.85136563177783,7.388785228031156
258.23986797398095,42.90735592529324,-20.028271879222835
258.22176559785134,42.97838280463112,-11.160444935937832
258.2645162783566,43.01408810860846,26.769984622910265
258.4041564410931,43.09607311491028,5.311482167033422
258.0232083126101,43.05856053308444,-5.019697699804264
258.00470142294466,43.076574707911654,-30.772681955250306
258.14101016908705,43.03993730569003,12.906035115713815
258.22874884128953,43.15594931438299,10.244460885992481
258.19711665336087,43.21373893676959,-48.60827569365307
258.2847295354326,43.22865497373081,43.95038455088721
258.35483704010335,43.294740059159025,-88.82494129850585
259.00524422120554,42.199991583862584,34.13999407417135
259.190135234563,42.16236831943963,52.0042502394618
259.1863576972982,42.175681638830184,-51.27181273226756
259.25941852556224,42.23667176109984,52.206098288143195
259.081267598899,42.17299568952356,-73.82091200359488
258.9060028216416,42.18023654035757,-58.80284570368345
258.97020291836753,42.18673300230243,13.159404863353785
258.9261917279129,42.365739811472515,12.78026882078396
259.0399417491645,42.25819857846609,-50.220904259038065
259.24351882951913,42.43513819999081,24.69097587817054
259.56107234551433,42.339935835210916,-4.22479498743296
259.3649207118121,42.33996627884983,15.72934868536279
259.435850015084,42.41788255056662,-35.967785706788945
259.6474324710997,42.55383720952458,57.160868739467446
259.7859670402075,42.56666281878158,93.1134844919138
259.96935089272574,42.71102560315495,-6.869813017021355
259.94743005243106,42.798167401205816,75.40386358398762
259.60317481742607,42.66775083990418,-64.86917685599394
259.60363575329984,42.66769905409972,-66.14439847826694
259.371064185908,42.57578955813796,-1.4254563641518558
259.3728279503602,42.637714089744655,-32.08409546675633
259.6689030661321,42.82965437963421,-10.875961886990057
258.78706738115795,42.312121096631124,-25.886375397013545
258.6521231586002,42.271135673999204,45.078937942592
257.9400345962688,43.15283060009652,43.96164445309978
258.74025960572686,42.40597271363926,23.533011340744366
258.6997384843548,42.42119706411603,-6.592991033005273
257.9658357633031,43.26072952267523,-184.41294096380648
257.9659494524446,43.26132107151745,-185.80735600349135
257.95633116931504,43.33641276690841,-25.098315961867897
258.9704833149635,42.46496381496685,46.496964323373454
258.1043789368382,43.3394775245209,9.67822888763618
258.2078627693562,43.39949907993828,-65.19052271862637
258.98897834370166,42.61767489396669,27.043487487617075
258.1227334747285,43.37042589554366,-31.216547860233703
259.1124846006155,42.65644958478436,55.41452723850523
258.60583324644665,42.5079927047078,-5.74645332409664
258.70316637004123,42.570381637297395,-36.52773428402449
258.7035917237529,42.57085281354467,-36.92177970793141
258.89243486125014,42.68383384905564,-0.8421274876692313
258.878188738867,42.69419194416115,26.95375827173372
258.80269949026575,42.73467913235034,-51.41707783387117
258.11118118076274,43.569060572913436,-1.3030641214972798
258.32710802983746,43.60325077091987,-122.78662140795782
258.10262479738026,43.598743468204965,14.27820326891641
258.1026331685799,43.59889857505882,12.439431066139402
258.1151824561279,43.650879128562906,-9.270443366269484
258.28382675453213,43.73319337419388,-50.86783535558995
258.214895374007,43.74693360166054,-147.84243401142655
258.92412744237845,42.812568324697075,-7.192902624551582
258.9660295085695,42.80208071064967,0.3763672800634982
259.07123351749823,42.91453837541458,49.95675210287231
259.37596777024874,42.67616920440829,91.33022112922356
259.4562991070497,42.780971033110454,61.69537504838253
259.5712074957994,42.884360296043134,-31.162599856779842
259.57237420686806,42.88626700213277,-34.42654700951791
259.4626564918551,42.89660081386146,17.64611423074771
259.61427587285993,42.97898732225556,-16.45911959962118
259.2956877156632,42.879866021730614,6.3231919728725385
259.3456139824709,43.00085636295447,-1.4240194859520592
259.26848627035787,43.025019024750534,-50.53395829077818
259.41427057415734,43.07158418114543,251.40606744427714
259.55454256236925,43.04654363054443,-100.82419951423446
259.581554296614,43.178875796527294,13.84102254750091
259.65478810384224,43.258236022318954,74.60957585856832
260.2071515805721,42.82081338643628,1.7141900535053232
260.1656339137725,42.851205489667784,13.361502879067595
260.15322513165955,42.887518074875864,24.71097764170463
260.3869232116104,42.88801016447995,11.248376641610381
260.44982109868107,42.91594143577242,-52.736019189939285
260.4187926130027,42.901996090639365,-23.00573471018032
260.4130616932442,42.96093454637262,52.40064466830753
260.6091243089433,43.03117078405575,-28.98059024386815
260.45436742092875,43.04879994862775,-29.231780192415442
260.03190389758674,43.03682121943942,-4.035306944571692
260.30391001866707,43.09105038222703,-8.847048237718539
260.487120848052,43.206953197686914,-2.005071615888015
260.3811419621455,43.21493580332762,22.126244999831645
260.31913887748203,43.23688402794939,-55.34532120310659
260.4226563397829,43.30509890486888,-7.053152061782521
260.51134524512884,43.368615613160856,17.053697146950473
260.61813964338467,43.18292915025253,36.51583387629053
260.0541188487355,43.10480837538778,-3.6756572994713332
260.05434883458497,43.1044676524986,-4.570968198832359
260.0461999410567,43.18067453683616,3.2895011628619764
260.0737399676814,43.284871562620935,-1.08972078857613
260.3914985910243,43.30741308547231,-11.389104486658663
260.3322273790396,43.399061377618985,-23.660025890306592
260.31773093163395,43.41229771523033,15.212767714020153
260.3333198084519,43.45411619785195,-0.2578729867882466
260.44668677950557,43.48087566566411,0.5042885757216742
260.4867486138812,43.608844936931,6.767325745309279
258.67136947436455,42.67372351832713,-1.7237578993143297
258.67095806156794,42.67470443388283,-1.6908954064356942
258.73866619988127,42.92707282763809,15.475498410346034
259.13618601787164,43.04140745381742,15.123318301959985
258.8720440132738,42.95236117254911,29.684806431616398
259.1189227224782,43.17856807674088,-49.105748402620804
258.52835874025664,42.86560723550739,48.166796769407796
258.7324834587887,42.957408796404884,-37.129158498957985
258.8793866461978,43.11742960230867,-3.007087578578478
259.0155558688803,43.2710674033244,-16.726316638718693
259.1082070407797,43.30395196794923,-0.30009300520847493
259.19702315316204,43.06256615874534,1.8309970858014455
259.2688432496263,43.092277062012904,-0.4411243532799448
259.29075822872375,43.07097969075684,9.35353084581063
259.28020643461156,43.0956437478241,-14.766888303273944
259.2748805567898,43.1015418001259,-6.3978358483805575
259.2777165896091,43.10448418706189,11.053073816458188
259.3089657253198,43.12441408598315,-2.9338877101183596
259.3264706973952,43.11624913548802,-6.67448637628617
259.32151513527253,43.12250574068209,3.60837878197444
259.3492292828679,43.14025213915908,-3.979344151503531
259.32888032058077,43.13938302444088,-9.100068657525313
259.34063041725784,43.141967175044435,-5.078488026657922
259.22425121097046,43.10048120455295,-2.346272879704586
259.261931918929,43.119672845055504,-18.93719155640832
259.2614710497964,43.12043611384929,-2.201631492846654
259.2002934807125,43.110100690191345,-4.089194406542013
259.241809225752,43.126531825155176,4.24446391913577
259.22393917712645,43.12759567940472,8.774649058835355
259.23173636641,43.1412274361145,8.842257848469677
259.24590711465714,43.13698656203118,-9.408603646651983
259.2421774235849,43.13536688829943,-4.341991160172446
259.2478218868199,43.138060743450566,14.222264397953097
259.26960826918247,43.10916492872062,1.9449673776295207
259.2734417559386,43.1393468052769,-4.846237446429089
259.26605612605493,43.125382709666745,1.7490879528289254
259.32289686586836,43.153344845856076,-8.123025307564006
259.30950788537507,43.14155653560054,0.6215325718676568
259.32212369567554,43.151268255710164,2.825961785134659
259.31792482650974,43.15226404485814,1.185471890699426
259.27534027846093,43.14854712703032,-8.473961871615519
259.2716003466282,43.15886131747203,-2.481147996242373
259.36634450888266,43.12179094108096,-11.905709576731642
259.2364209822486,43.146729516984934,4.053094112572491
259.27737096883783,43.18196730663689,-1.9942846272234696
259.2555536623608,43.17389700698123,-6.396076580443879
259.1772930602325,43.167282229761575,-1.3937746269266342
259.2257092902206,43.200313453559396,-22.695463857891234
259.60139414707214,43.32517654300718,-11.890284909442384
259.3116975473288,43.41016806509847,-24.72333620544004
259.3142641109676,43.41267442133507,-24.640430747237865
259.35270721046686,43.46321692176955,-18.331502961492
259.3928067927082,43.50148880993352,-32.46711348063394
259.66536364544453,43.54509174800915,-24.340364614055417
259.4672604261992,43.57876916100877,20.730533022941863
259.46697243135515,43.57861248168484,19.560692965566545
258.5152056591768,43.08820611066372,-22.896821473279225
258.5679798103055,43.16109657682057,36.71994305910296
258.5694973248935,43.16099464908795,38.41589992789153
258.7057036733479,43.19800469092357,-127.74008818252193
258.70079309886415,43.19599117177853,-127.31359469500583
258.7374629998697,43.18919601269732,6.798641464501205
258.8182983262631,43.23131783436773,-32.38920957688779
258.9573438606033,43.44162783448258,36.93604302839026
258.95681656315594,43.44283824197377,36.09702225698487
258.9000834856637,43.59875570830245,-128.40147991286483
258.8094447642967,43.61386238850904,-44.31746484217139
258.80920181206795,43.613730409388666,-46.83023267352188
259.21884467715597,43.56334745673769,27.461663933601763
259.3947527333992,43.619134579407806,23.229786733305083
259.1321704360686,43.63850391652828,21.873065358742465
259.13179552549184,43.63835430069804,23.794278153857547
259.37673161949033,43.702692056174726,15.199582559029082
259.6446620005089,43.82754250909509,24.795968506415278
259.14185174741607,43.70271917181693,-58.11852583739371
259.0651147804616,43.779341165652085,-9.362180143683588
259.1593947537559,43.88597438182396,-57.74548921599231
259.21928496294726,43.820209013386766,-12.335238822258901
259.2442595778494,43.88734515501425,-35.16203373519663
259.27645927438095,43.931621065843984,77.0008191612036
259.46378198163916,43.902786941811236,9.765778375810413
259.8664372750767,43.43302226829699,-69.35599700223021
259.8666437252579,43.43268663314946,-70.00414697389917
260.10737361035325,43.71383422619836,-4.031544353386682
260.0470798316982,43.74630404945087,-108.61918836845652
260.1645715995698,43.636500728091896,2.6617950669259915
260.35234837317574,43.73715036429267,-16.705931808559207
260.2453310793029,43.792483961494895,8.249745289660783
260.2642281441248,43.81423892993675,-60.27013048094686
259.894926522034,43.677637110321925,22.585801475498638
260.0205931081689,43.796907073939856,16.057386860081902
260.07850249253363,43.87977148941532,-25.915897083162722
260.1371910521968,43.861411355069905,-15.281511057153166
258.6475726572781,43.664293098502455,-15.993401706383803
258.9488986792247,43.78045261383022,-86.89534747638089
258.6807208399107,43.807076763958214,-44.57749412976336
258.78989615086266,43.81406386658804,-0.174924709470911
258.4582233280579,43.70275549557317,13.508571971597377
258.4186637436281,43.757081642351146,-0.6603614591903681
258.42699277953943,43.817374422753204,37.13326389266602
258.39506809724037,43.818784247579224,2.355313609351569
258.7902108871355,43.9895053767642,-6.437106670441206
258.9219904541492,43.98794312860878,25.583902140966966
258.9406972205702,44.05939059854627,-0.28737880954925
259.04315878181274,43.86312553553911,31.681023651032817
259.1253990637382,43.96362414427781,36.28088718971231
259.29673955338006,44.06051669928806,-8.131052875123897
259.2925531626674,44.06060235015569,-8.41028102714645
259.0790190002677,44.054371975615254,18.24123757001377
259.0785208779478,44.05422767471442,17.992010319448646
259.1148340868298,43.97833883372718,176.27584513682308
259.3609482609075,44.03307466038263,-40.47009564653625
258.99874358154096,44.055711419539236,-122.31355814451803
